couple_id,f_age,f_imprace,f_attr,f_sinc,f_intel,f_fun,f_amb,f_like,m_age,m_imprace,m_attr,m_sinc,m_intel,m_fun,m_amb,m_like,int_corr,samerace,match
f27-m46,22.0,1.0,8.0,7.0,6.0,6.0,4.0,6.0,26.0,2.0,9.0,8.0,8.0,8.0,7.0,9.5,0.29,0,1
f27-m47,22.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,30.0,2.0,7.0,5.0,6.0,6.0,4.0,7.0,-0.28,0,0
f27-m49,22.0,1.0,4.0,5.0,4.0,5.0,6.0,2.0,25.0,1.0,8.0,8.0,7.0,7.0,7.0,7.0,0.13,0,0
f27-m51,22.0,1.0,1.0,2.0,6.0,1.0,6.0,2.0,23.0,5.0,8.0,4.0,4.0,7.0,5.0,6.0,0.2,0,0
f27-m52,22.0,1.0,1.0,3.0,7.0,1.0,4.0,1.0,21.0,10.0,8.0,7.0,7.0,6.0,6.0,7.0,-0.31,0,0
f27-m53,22.0,1.0,6.0,4.0,8.0,3.0,8.0,3.0,28.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,-0.07,0,0
f27-m54,22.0,1.0,2.0,4.0,7.0,3.0,6.0,1.0,28.0,1.0,9.0,9.0,8.0,9.0,8.0,8.0,-0.06,0,0
f27-m55,22.0,1.0,5.0,6.0,6.0,4.0,3.0,4.0,23.0,1.0,9.0,8.0,9.0,10.0,9.0,10.0,-0.16,0,0
f29-m40,22.0,4.0,4.0,9.0,4.0,4.0,5.0,5.0,25.0,9.0,5.0,6.0,3.0,4.0,3.0,1.0,0.11,0,0
f29-m41,22.0,4.0,4.0,8.0,6.0,3.0,6.0,4.0,30.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,-0.57,0,0
f29-m42,22.0,4.0,6.0,8.0,7.0,5.0,5.0,6.0,23.0,1.0,3.0,8.0,7.0,5.0,8.0,4.0,0.1,0,0
f29-m43,22.0,4.0,5.0,7.0,5.0,3.0,5.0,5.0,24.0,1.0,4.0,4.0,5.0,4.0,6.0,5.0,0.31,1,0
f29-m44,22.0,4.0,8.0,6.0,7.0,3.0,7.0,6.0,24.0,3.0,7.0,6.0,7.0,6.0,7.0,7.0,-0.41,1,1
f29-m45,22.0,4.0,6.0,8.0,7.0,4.0,7.0,6.0,28.0,6.0,8.0,8.0,6.0,7.0,6.0,7.0,0.08,1,1
f29-m47,22.0,4.0,5.0,6.0,6.0,7.0,6.0,6.0,30.0,2.0,5.0,6.0,5.0,6.0,7.0,6.0,0.04,1,0
f29-m48,22.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,22.0,9.0,6.0,8.0,9.0,5.0,9.0,5.0,0.11,1,0
f29-m49,22.0,4.0,7.0,5.0,6.0,8.0,6.0,5.0,25.0,1.0,7.0,8.0,8.0,7.0,6.0,7.0,0.2,0,0
f29-m51,22.0,4.0,6.0,7.0,7.0,4.0,6.0,6.0,23.0,5.0,5.0,8.0,5.0,3.0,3.0,6.0,-0.05,1,0
f29-m52,22.0,4.0,6.0,8.0,8.0,5.0,7.0,8.0,21.0,10.0,5.0,7.0,6.0,7.0,5.0,5.0,0.42,1,0
f29-m53,22.0,4.0,9.0,8.0,8.0,5.0,7.0,8.0,28.0,2.0,6.0,8.0,8.0,7.0,7.0,7.0,0.06,1,0
f29-m54,22.0,4.0,6.0,7.0,6.0,4.0,6.0,6.0,28.0,1.0,5.0,8.0,7.0,7.0,7.0,6.0,-0.16,1,0
f29-m55,22.0,4.0,6.0,8.0,7.0,6.0,5.0,6.0,23.0,1.0,6.0,8.0,8.0,8.0,9.0,7.0,0.52,0,0
f30-m40,23.0,2.0,3.0,6.0,6.0,5.0,6.0,6.0,25.0,9.0,6.0,6.0,8.0,7.0,8.0,2.0,0.19,0,0
f30-m41,23.0,2.0,8.0,9.0,8.0,5.0,9.0,8.0,30.0,1.0,10.0,10.0,10.0,10.0,10.0,7.0,-0.44,0,0
f30-m42,23.0,2.0,6.0,7.0,8.0,7.0,8.0,8.0,23.0,1.0,4.0,7.0,7.0,6.0,6.0,6.0,0.46,0,0
f30-m43,23.0,2.0,4.0,6.0,6.0,5.0,7.0,6.0,24.0,1.0,3.0,4.0,7.0,3.0,7.0,3.0,0.21,1,0
f30-m44,23.0,2.0,6.0,9.0,7.0,5.0,6.0,7.0,24.0,3.0,7.0,7.0,7.0,7.0,6.0,8.0,-0.27,1,0
f30-m45,23.0,2.0,4.0,5.0,5.0,2.0,6.0,4.0,28.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.41,1,0
f30-m46,23.0,2.0,8.0,7.0,7.0,7.0,5.0,7.0,26.0,2.0,6.0,8.0,8.0,9.0,8.0,7.0,-0.02,1,0
f30-m47,23.0,2.0,5.0,5.0,5.0,7.0,7.0,8.0,30.0,2.0,9.0,5.0,6.0,3.0,6.0,6.0,0.09,1,0
f30-m49,23.0,2.0,8.0,7.0,7.0,7.0,7.0,9.0,25.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,0.16,0,1
f30-m51,23.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,23.0,5.0,3.0,5.0,6.0,2.0,6.0,4.0,-0.27,1,0
f30-m52,23.0,2.0,3.0,7.0,8.0,6.0,7.0,7.0,21.0,10.0,6.0,7.0,7.0,6.0,6.0,5.0,0.11,1,0
f30-m53,23.0,2.0,7.0,7.0,8.0,7.0,9.0,9.0,28.0,2.0,6.0,8.0,8.0,7.0,8.0,7.0,0.16,1,0
f30-m54,23.0,2.0,3.0,5.0,8.0,4.0,7.0,6.0,28.0,1.0,6.0,8.0,8.0,7.0,8.0,6.0,0.21,1,0
f30-m55,23.0,2.0,7.0,7.0,8.0,8.0,7.0,8.0,23.0,1.0,7.0,9.0,10.0,10.0,10.0,8.0,0.49,0,1
f31-m40,24.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,25.0,9.0,7.0,5.0,4.0,4.0,8.0,2.0,-0.19,0,0
f31-m42,24.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0,23.0,1.0,8.0,7.0,8.0,2.0,9.0,4.0,0.47,0,0
f31-m43,24.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,24.0,1.0,6.0,6.0,6.0,6.0,5.0,6.0,-0.48,1,0
f31-m44,24.0,4.0,4.0,6.0,7.0,5.0,8.0,5.0,24.0,3.0,9.0,7.0,7.0,6.0,7.0,9.0,0.0,1,0
f31-m45,24.0,4.0,4.0,5.0,7.0,3.0,6.0,5.0,28.0,6.0,9.0,8.0,8.0,7.0,8.0,8.0,-0.38,1,0
f31-m46,24.0,4.0,9.0,6.0,7.0,7.0,6.0,7.0,26.0,2.0,9.0,6.0,7.0,6.0,7.0,8.0,-0.34,1,0
f31-m47,24.0,4.0,2.0,3.0,4.0,2.0,6.0,4.0,30.0,2.0,7.0,6.0,6.0,5.0,7.0,6.0,-0.27,1,0
f31-m49,24.0,4.0,7.0,8.0,8.0,6.0,7.0,7.0,25.0,1.0,9.0,7.0,8.0,8.0,9.0,8.0,-0.57,0,1
f31-m50,24.0,4.0,9.0,7.0,8.0,9.0,8.0,9.0,27.0,4.0,8.0,8.0,8.0,8.0,8.0,7.0,-0.04,0,1
f31-m51,24.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,23.0,5.0,7.0,7.0,7.0,4.0,5.0,6.0,-0.35,1,0
f31-m52,24.0,4.0,3.0,8.0,8.0,5.0,5.0,6.0,21.0,10.0,8.0,8.0,8.0,6.0,7.0,7.0,0.03,1,0
f31-m53,24.0,4.0,7.0,7.0,7.0,6.0,6.0,6.5,28.0,2.0,8.0,8.0,9.0,8.0,9.0,8.0,0.4,1,0
f31-m54,24.0,4.0,4.0,5.0,6.0,4.0,5.0,5.0,28.0,1.0,8.0,8.0,8.0,8.0,7.0,7.0,0.26,1,0
f31-m55,24.0,4.0,9.0,8.0,7.0,10.0,9.0,8.5,23.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,-0.32,0,1
f32-m42,27.0,1.0,5.0,6.0,6.0,7.0,8.0,6.0,23.0,1.0,5.0,9.0,10.0,8.0,10.0,5.0,0.54,1,0
f32-m43,27.0,1.0,5.0,7.0,7.0,6.0,9.0,5.0,24.0,1.0,5.0,6.0,7.0,4.0,4.0,6.0,-0.13,0,0
f32-m44,27.0,1.0,5.0,7.0,9.0,5.0,4.0,6.0,24.0,3.0,7.0,6.0,6.0,7.0,7.0,9.0,-0.11,0,0
f32-m45,27.0,1.0,8.0,8.0,9.0,5.0,9.0,8.0,28.0,6.0,9.0,8.0,8.0,8.0,8.0,7.0,-0.19,0,0
f32-m47,27.0,1.0,7.0,9.0,8.0,7.0,8.0,6.0,30.0,2.0,5.0,7.0,7.0,6.0,5.0,6.0,0.06,0,0
f32-m48,27.0,1.0,7.0,8.0,7.0,9.0,6.0,7.0,22.0,9.0,5.0,6.0,8.0,5.0,8.0,4.0,0.52,0,0
f32-m49,27.0,1.0,6.0,8.0,9.0,9.0,6.0,7.0,25.0,1.0,7.0,7.0,8.0,7.0,7.0,6.0,0.0,1,0
f32-m51,27.0,1.0,5.0,6.0,7.0,6.0,7.0,5.0,23.0,5.0,8.0,7.0,7.0,9.0,5.0,8.0,-0.41,0,0
f32-m52,27.0,1.0,4.0,7.0,6.0,6.0,9.0,5.0,21.0,10.0,6.0,7.0,7.0,7.0,6.0,7.0,0.17,0,0
f32-m53,27.0,1.0,7.0,6.0,9.0,8.0,9.0,7.0,28.0,2.0,8.0,9.0,9.0,8.0,9.0,7.0,0.5,0,0
f32-m54,27.0,1.0,7.0,6.0,9.0,8.0,9.0,7.0,28.0,1.0,7.0,8.0,8.0,7.0,8.0,7.0,0.19,0,0
f32-m55,27.0,1.0,8.0,8.0,7.0,9.0,7.0,7.0,23.0,1.0,6.0,8.0,10.0,8.0,7.0,8.0,0.2,0,0
f33-m40,30.0,4.0,6.0,8.0,7.0,10.0,7.0,8.0,25.0,9.0,6.0,10.0,10.0,8.0,5.0,6.0,-0.29,0,0
f33-m41,30.0,4.0,2.0,6.0,7.0,4.0,6.0,5.0,30.0,1.0,10.0,10.0,10.0,10.0,10.0,8.0,0.41,0,0
f33-m42,30.0,4.0,6.0,8.0,6.0,6.0,6.0,5.0,23.0,1.0,6.0,10.0,10.0,8.0,10.0,6.0,0.77,0,0
f33-m43,30.0,4.0,5.0,7.0,7.0,5.0,7.0,6.0,24.0,1.0,4.0,4.0,7.0,3.0,6.0,4.0,0.09,1,0
f33-m44,30.0,4.0,5.0,6.0,6.0,2.0,5.0,4.0,24.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,-0.15,1,0
f33-m45,30.0,4.0,6.0,6.0,7.0,3.0,7.0,5.0,28.0,6.0,6.0,5.0,7.0,5.0,7.0,6.0,-0.41,1,0
f33-m46,30.0,4.0,8.0,7.0,9.0,5.0,6.0,6.0,26.0,2.0,6.0,8.0,7.0,8.0,8.0,7.0,-0.49,1,0
f33-m47,30.0,4.0,4.0,5.0,6.0,7.0,7.0,6.0,30.0,2.0,5.0,6.0,7.0,6.0,6.0,6.0,-0.18,1,0
f33-m49,30.0,4.0,6.0,7.0,8.0,5.0,7.0,7.0,25.0,1.0,7.0,7.0,8.0,8.0,8.0,8.0,-0.15,0,0
f33-m50,30.0,4.0,7.0,9.0,7.0,7.0,10.0,7.0,27.0,4.0,6.0,8.0,8.0,8.0,8.0,7.0,-0.46,0,0
f33-m51,30.0,4.0,7.0,5.0,9.0,1.0,9.0,3.0,23.0,5.0,6.0,9.0,8.0,6.0,5.0,6.0,0.3,1,0
f33-m52,30.0,4.0,9.0,9.0,8.0,9.0,7.0,8.0,21.0,10.0,5.0,7.0,6.0,6.0,6.0,5.0,-0.22,1,0
f33-m53,30.0,4.0,8.0,7.0,5.0,6.0,7.0,6.0,28.0,2.0,7.0,9.0,9.0,7.0,9.0,7.0,-0.24,1,0
f33-m54,30.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,28.0,1.0,5.0,8.0,8.0,7.0,7.0,6.0,-0.29,1,0
f33-m55,30.0,4.0,7.0,7.0,6.0,6.0,6.0,5.0,23.0,1.0,6.0,9.0,9.0,8.0,8.0,8.0,-0.15,0,0
f34-m40,21.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,25.0,9.0,8.0,7.0,6.0,8.0,6.0,5.0,0.01,1,0
f34-m41,21.0,2.0,3.0,4.0,7.0,4.0,4.0,5.0,30.0,1.0,10.0,10.0,10.0,10.0,10.0,8.0,-0.2,1,0
f34-m42,21.0,2.0,5.0,4.0,5.0,6.0,7.0,5.0,23.0,1.0,6.0,9.0,7.0,6.0,6.0,5.0,0.35,1,0
f34-m43,21.0,2.0,4.0,4.0,6.0,4.0,6.0,5.0,24.0,1.0,6.0,5.0,5.0,6.0,7.0,6.0,-0.07,0,0
f34-m44,21.0,2.0,4.0,6.0,5.0,4.0,5.0,5.0,24.0,3.0,8.0,7.0,8.0,7.0,6.0,8.0,-0.24,0,0
f34-m45,21.0,2.0,4.0,5.0,6.0,5.0,6.0,5.0,28.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,-0.05,0,0
f34-m46,21.0,2.0,9.0,8.0,9.0,7.0,8.0,8.0,26.0,2.0,7.0,7.0,7.0,9.0,8.0,8.0,-0.08,0,1
f34-m47,21.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,30.0,2.0,5.0,6.0,7.0,7.0,7.0,6.0,0.12,0,0
f34-m48,21.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,22.0,9.0,7.0,7.0,7.0,5.0,5.0,7.0,0.43,0,0
f34-m49,21.0,2.0,7.0,8.0,8.0,7.0,8.0,7.0,25.0,1.0,8.0,8.0,7.0,6.0,7.0,6.0,-0.01,1,1
f34-m51,21.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,23.0,5.0,6.0,6.0,8.0,2.0,8.0,6.0,-0.19,0,0
f34-m52,21.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,21.0,10.0,6.0,6.0,6.0,5.0,5.0,5.0,0.35,0,0
f34-m53,21.0,2.0,5.0,4.0,6.0,3.0,7.0,5.0,28.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,0.24,0,0
f34-m54,21.0,2.0,4.0,6.0,6.0,5.0,7.0,5.0,28.0,1.0,8.0,8.0,7.0,8.0,7.0,7.0,0.16,0,0
f34-m55,21.0,2.0,4.0,4.0,5.0,6.0,6.0,5.0,23.0,1.0,8.0,9.0,10.0,9.0,10.0,10.0,0.5,0,0
f35-m40,25.0,9.0,6.0,8.0,9.0,7.0,7.0,7.0,25.0,9.0,5.0,6.0,6.0,5.0,7.0,3.0,-0.25,0,0
f35-m42,25.0,9.0,6.0,8.0,9.0,8.0,7.0,8.0,23.0,1.0,3.0,8.0,7.0,7.0,10.0,4.0,0.19,0,0
f35-m43,25.0,9.0,6.0,8.0,8.0,8.0,7.0,8.0,24.0,1.0,7.0,4.0,7.0,3.0,7.0,5.0,0.26,1,0
f35-m45,25.0,9.0,7.0,8.0,9.0,7.0,8.0,8.0,28.0,6.0,8.0,6.0,7.0,6.0,7.0,7.0,-0.01,1,1
f35-m46,25.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,26.0,2.0,8.0,8.0,8.0,6.0,9.0,8.0,0.01,1,1
f35-m47,25.0,9.0,5.0,6.0,8.0,8.0,7.0,6.0,30.0,2.0,7.0,5.0,6.0,5.0,6.0,6.0,-0.21,1,0
f35-m48,25.0,9.0,8.0,8.0,7.0,8.0,7.0,7.0,22.0,9.0,7.0,7.0,8.0,5.0,5.0,6.0,0.45,1,0
f35-m49,25.0,9.0,7.0,9.0,9.0,9.0,9.0,8.0,25.0,1.0,8.0,8.0,10.0,5.0,6.0,7.0,0.18,0,1
f35-m51,25.0,9.0,8.0,8.0,6.0,6.0,7.0,7.0,23.0,5.0,8.0,4.0,8.0,1.0,7.0,3.0,0.09,1,0
f35-m52,25.0,9.0,6.0,7.0,10.0,7.0,7.0,7.0,21.0,10.0,7.0,7.0,8.0,6.0,6.0,6.0,0.43,1,0
f35-m53,25.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,28.0,2.0,8.0,7.0,8.0,8.0,8.0,8.0,-0.2,1,1
f35-m54,25.0,9.0,6.0,8.0,8.0,6.0,7.0,7.0,28.0,1.0,8.0,8.0,9.0,7.0,8.0,7.0,-0.29,1,0
f35-m55,25.0,9.0,6.0,8.0,8.0,8.0,8.0,8.0,23.0,1.0,8.0,8.0,8.0,9.0,9.0,8.0,0.33,0,0
f36-m40,26.0,7.0,2.0,5.0,2.0,3.0,1.0,2.0,25.0,9.0,5.0,8.0,9.0,7.0,8.0,3.0,-0.04,0,0
f36-m42,26.0,7.0,2.0,2.0,4.0,1.0,5.0,2.0,23.0,1.0,4.0,7.0,7.0,5.0,6.0,4.0,0.29,0,0
f36-m43,26.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,6.0,5.0,5.0,4.0,5.0,5.0,0.05,1,0
f36-m44,26.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,3.0,7.0,7.0,7.0,5.0,6.0,9.0,0.48,1,0
f36-m45,26.0,7.0,2.0,2.0,5.0,2.0,8.0,3.0,28.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,-0.06,1,0
f36-m46,26.0,7.0,2.0,5.0,4.0,3.0,4.0,3.0,26.0,2.0,6.0,7.0,8.0,6.0,9.0,6.0,0.29,1,0
f36-m47,26.0,7.0,1.0,3.0,5.0,1.0,2.0,1.0,30.0,2.0,6.0,6.0,6.0,5.0,8.0,5.0,0.16,1,0
f36-m48,26.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,22.0,9.0,6.0,8.0,7.0,7.0,9.0,6.0,0.28,1,0
f36-m49,26.0,7.0,4.0,5.0,8.0,8.0,10.0,8.0,25.0,1.0,8.0,8.0,7.0,7.0,10.0,8.0,0.0,0,1
f36-m51,26.0,7.0,5.0,2.0,6.0,2.0,5.0,5.0,23.0,5.0,5.0,6.0,8.0,5.0,5.0,5.0,-0.47,1,1
f36-m52,26.0,7.0,1.0,5.0,5.0,2.0,5.0,3.0,21.0,10.0,6.0,6.0,6.0,7.0,5.0,6.0,-0.15,1,0
f36-m53,26.0,7.0,9.0,8.0,8.0,5.0,6.0,7.0,28.0,2.0,7.0,8.0,8.0,7.0,8.0,6.0,0.77,1,0
f36-m54,26.0,7.0,3.0,4.0,6.0,4.0,5.0,4.0,28.0,1.0,9.0,8.0,7.0,6.0,7.0,7.0,0.83,1,0
f36-m55,26.0,7.0,5.0,6.0,8.0,6.0,8.0,5.0,23.0,1.0,6.0,9.0,9.0,8.0,9.0,7.0,-0.12,0,0
f37-m40,27.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,25.0,9.0,4.0,6.0,8.0,7.0,6.0,1.0,0.13,0,0
f37-m42,27.0,5.0,4.0,4.0,6.0,7.0,5.0,4.0,23.0,1.0,4.0,8.0,9.0,6.0,4.0,4.0,0.07,0,0
f37-m43,27.0,5.0,4.0,7.0,8.0,2.0,6.0,3.0,24.0,1.0,4.0,6.0,7.0,3.0,6.0,4.0,-0.02,1,0
f37-m44,27.0,5.0,7.0,6.0,8.0,6.0,9.0,7.0,24.0,3.0,5.0,5.0,6.0,5.0,7.0,6.0,0.31,1,1
f37-m45,27.0,5.0,6.0,4.0,7.0,4.0,5.0,4.0,28.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,-0.01,1,0
f37-m46,27.0,5.0,8.0,5.0,9.0,7.0,6.0,6.0,26.0,2.0,6.0,8.0,9.0,8.0,9.0,7.0,0.09,1,0
f37-m48,27.0,5.0,8.0,5.0,6.0,9.0,4.0,7.0,22.0,9.0,3.0,6.0,6.0,5.0,4.0,4.0,0.57,1,0
f37-m49,27.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,25.0,1.0,6.0,8.0,8.0,6.0,8.0,7.0,-0.01,0,0
f37-m51,27.0,5.0,7.0,4.0,7.0,7.0,6.0,6.0,23.0,5.0,2.0,9.0,9.0,3.0,7.0,7.0,-0.47,1,0
f37-m52,27.0,5.0,2.0,6.0,6.0,6.0,4.0,5.0,21.0,10.0,5.0,7.0,6.0,7.0,6.0,6.0,-0.05,1,1
f37-m53,27.0,5.0,7.0,7.0,7.0,4.0,7.0,6.0,28.0,2.0,7.0,8.0,8.0,7.0,8.0,7.0,0.46,1,0
f37-m54,27.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,28.0,1.0,6.0,8.0,7.0,6.0,8.0,7.0,0.68,1,0
f37-m55,27.0,5.0,5.0,7.0,6.0,7.0,4.0,4.0,23.0,1.0,6.0,9.0,9.0,7.0,7.0,7.0,-0.27,0,0
f38-m40,23.0,8.0,2.0,8.0,10.0,3.0,10.0,5.0,25.0,9.0,8.0,9.0,10.0,9.0,10.0,3.0,-0.15,0,0
f38-m42,23.0,8.0,8.0,8.0,10.0,7.0,7.0,8.0,23.0,1.0,6.0,10.0,9.0,8.0,10.0,8.0,0.13,0,0
f38-m43,23.0,8.0,3.0,7.0,10.0,4.0,8.0,5.0,24.0,1.0,4.0,6.0,7.0,6.0,7.0,5.0,-0.61,0,0
f38-m44,23.0,8.0,5.0,10.0,7.0,4.0,5.0,5.0,24.0,3.0,7.0,6.0,6.0,7.0,6.0,7.0,-0.16,0,0
f38-m45,23.0,8.0,6.0,6.0,8.0,3.0,8.0,4.0,28.0,6.0,6.0,6.0,7.0,9.0,7.0,7.0,-0.19,0,0
f38-m46,23.0,8.0,10.0,6.0,6.0,9.0,5.0,6.0,26.0,2.0,8.0,8.0,8.0,10.0,8.0,8.0,-0.32,0,0
f38-m47,23.0,8.0,7.0,9.0,7.0,7.0,4.0,8.0,30.0,2.0,6.0,7.0,7.0,6.0,6.0,6.0,-0.14,0,0
f38-m49,23.0,8.0,9.0,9.0,9.0,8.0,5.0,7.0,25.0,1.0,8.0,7.0,7.0,8.0,8.0,8.0,-0.36,0,1
f38-m51,23.0,8.0,8.0,7.0,9.0,8.0,8.0,7.0,23.0,5.0,6.0,8.0,8.0,6.0,7.0,8.0,-0.3,0,0
f38-m52,23.0,8.0,2.0,9.0,9.0,3.0,8.0,6.0,21.0,10.0,7.0,7.0,7.0,7.0,7.0,5.0,0.32,0,0
f38-m53,23.0,8.0,3.0,9.0,9.0,3.0,9.0,2.0,28.0,2.0,6.0,9.0,9.0,8.0,9.0,6.0,0.22,0,0
f38-m54,23.0,8.0,3.0,9.0,9.0,5.0,9.0,5.0,28.0,1.0,6.0,8.0,9.0,7.0,8.0,6.0,0.11,0,0
f38-m55,23.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,23.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,0.11,1,1
f39-m40,24.0,6.0,6.0,7.0,9.0,9.0,9.0,7.0,25.0,9.0,3.0,10.0,9.0,10.0,4.0,3.0,0.07,0,0
f39-m42,24.0,6.0,5.0,5.0,9.0,7.0,9.0,6.5,23.0,1.0,4.0,9.0,8.0,6.0,6.0,6.0,0.52,0,0
f39-m43,24.0,6.0,7.0,9.0,8.0,7.0,6.0,8.0,24.0,1.0,3.0,7.0,7.0,7.0,5.0,6.0,-0.23,0,0
f39-m44,24.0,6.0,4.0,7.0,7.0,4.0,5.0,2.0,24.0,3.0,8.0,5.0,5.0,5.0,5.0,5.0,-0.01,0,0
f39-m45,24.0,6.0,4.0,5.0,7.0,1.0,5.0,5.0,28.0,6.0,5.0,7.0,5.0,5.0,6.0,5.0,-0.08,0,0
f39-m46,24.0,6.0,8.0,6.0,9.0,9.0,6.0,5.0,26.0,2.0,6.0,8.0,7.0,9.0,7.0,8.0,-0.17,0,0
f39-m47,24.0,6.0,5.0,5.0,8.0,8.0,5.0,7.0,30.0,2.0,3.0,7.0,6.0,5.0,5.0,5.0,0.12,0,1
f39-m48,24.0,6.0,8.0,5.0,6.0,7.0,5.0,7.0,22.0,9.0,3.0,5.0,5.0,6.0,5.0,4.0,0.5,0,0
f39-m49,24.0,6.0,5.0,7.0,7.0,7.0,9.0,6.0,25.0,1.0,7.0,8.0,7.0,8.0,4.0,7.0,-0.32,0,0
f39-m51,24.0,6.0,3.0,1.0,8.0,1.0,9.0,1.0,23.0,5.0,1.0,8.0,8.0,8.0,8.0,9.0,-0.46,0,0
f39-m52,24.0,6.0,3.0,9.0,9.0,6.0,9.0,6.0,21.0,10.0,4.0,6.0,6.0,6.0,7.0,5.0,0.01,0,0
f39-m53,24.0,6.0,8.0,7.0,9.0,5.0,5.0,7.0,28.0,2.0,5.0,8.0,8.0,7.0,9.0,6.0,0.72,0,0
f39-m54,24.0,6.0,4.0,8.0,8.0,5.0,6.0,5.0,28.0,1.0,3.0,8.0,7.0,8.0,7.0,6.0,0.54,0,0
f39-m55,24.0,6.0,6.0,7.0,8.0,10.0,7.0,7.0,23.0,1.0,5.0,9.0,10.0,9.0,10.0,8.0,-0.08,0,0
f56-m66,23.0,10.0,2.0,6.0,2.0,3.0,2.0,2.0,29.0,1.0,7.0,6.0,6.0,7.0,9.0,6.0,0.26,0,0
f56-m67,23.0,10.0,3.0,9.0,9.0,7.0,9.0,5.0,22.0,1.0,8.0,8.0,7.0,7.0,7.0,7.0,-0.15,0,0
f56-m68,23.0,10.0,3.0,7.0,5.0,3.0,5.0,2.0,27.0,1.0,6.0,4.0,5.0,6.0,4.0,5.0,0.44,0,0
f56-m69,23.0,10.0,5.0,10.0,8.0,5.0,8.0,6.0,28.0,2.0,7.0,5.0,5.0,7.0,6.0,6.0,-0.05,1,1
f56-m70,23.0,10.0,4.0,7.0,9.0,9.0,10.0,9.0,26.0,5.0,8.0,6.0,7.0,7.0,7.0,8.0,0.07,1,1
f56-m71,23.0,10.0,3.0,10.0,8.0,6.0,7.0,5.0,21.0,6.0,9.0,8.0,8.0,10.0,9.0,8.0,-0.37,1,0
f56-m72,23.0,10.0,3.0,10.0,5.0,3.0,5.0,3.0,22.0,8.0,7.0,8.0,7.0,5.0,7.0,6.0,0.65,1,0
f56-m73,23.0,10.0,4.0,10.0,9.0,8.0,9.0,6.0,22.0,7.0,7.0,7.0,6.0,5.0,4.0,5.0,-0.31,1,0
f56-m74,23.0,10.0,3.0,10.0,7.0,3.0,5.0,3.0,25.0,3.0,8.0,10.0,8.0,8.0,10.0,7.0,-0.06,1,0
f56-m75,23.0,10.0,3.0,10.0,9.0,2.0,9.0,3.0,24.0,3.0,8.0,6.0,6.0,7.0,7.0,6.0,0.37,0,0
f57-m66,22.0,10.0,8.0,7.0,7.0,7.0,7.0,8.0,29.0,1.0,4.0,7.0,7.0,6.0,6.0,5.0,0.23,0,0
f57-m67,22.0,10.0,8.0,8.0,8.0,7.0,8.0,5.0,22.0,1.0,5.0,10.0,7.0,5.0,4.0,5.0,-0.01,0,0
f57-m68,22.0,10.0,7.0,6.0,9.0,7.0,7.0,8.0,27.0,1.0,5.0,6.0,6.0,5.0,5.0,4.0,0.68,0,0
f57-m69,22.0,10.0,9.0,8.0,7.0,8.0,9.0,9.0,28.0,2.0,4.0,7.0,7.0,5.0,5.0,4.0,-0.31,1,0
f57-m70,22.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,26.0,5.0,5.0,8.0,7.0,5.0,5.0,7.0,0.02,1,0
f57-m71,22.0,10.0,10.0,9.0,9.0,8.0,8.0,8.0,21.0,6.0,6.0,9.0,8.0,6.0,8.0,9.0,-0.34,1,1
f57-m72,22.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,22.0,8.0,5.0,8.0,8.0,7.0,7.0,6.0,0.44,1,0
f57-m73,22.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,22.0,7.0,6.0,8.0,6.0,6.0,6.0,5.0,-0.58,1,0
